season,week,team,is_bye,opponent,home_away,outcome,games_played,wins,losses,ties,record,win_pct,point_diff,final_wins,final_losses,final_ties,made_playoffs,sb_champion
2015,4,SEA,FALSE,DET,home,W,4,2,2,0,2-2,0.5,16,10,6,0,TRUE,FALSE
2015,5,SEA,FALSE,CIN,away,L,5,2,3,0,2-3,0.4,13,10,6,0,TRUE,FALSE
2015,6,SEA,FALSE,CAR,home,L,6,2,4,0,2-4,0.3333333333333333,9,10,6,0,TRUE,FALSE
2015,7,SEA,FALSE,SF,away,W,7,3,4,0,3-4,0.42857142857142855,26,10,6,0,TRUE,FALSE
2015,8,SEA,FALSE,DAL,away,W,8,4,4,0,4-4,0.5,27,10,6,0,TRUE,FALSE
2015,9,SEA,TRUE,NA,NA,NA,8,4,4,0,4-4,0.5,27,10,6,0,TRUE,FALSE
2015,10,SEA,FALSE,ARI,home,L,9,4,5,0,4-5,0.4444444444444444,20,10,6,0,TRUE,FALSE
2015,11,SEA,FALSE,SF,home,W,10,5,5,0,5-5,0.5,36,10,6,0,TRUE,FALSE
2015,12,SEA,FALSE,PIT,home,W,11,6,5,0,6-5,0.5454545454545454,45,10,6,0,TRUE,FALSE
2015,13,SEA,FALSE,MIN,away,W,12,7,5,0,7-5,0.5833333333333334,76,10,6,0,TRUE,FALSE
2015,14,SEA,FALSE,BAL,away,W,13,8,5,0,8-5,0.6153846153846154,105,10,6,0,TRUE,FALSE
2015,15,SEA,FALSE,CLE,home,W,14,9,5,0,9-5,0.6428571428571429,122,10,6,0,TRUE,FALSE
2015,16,SEA,FALSE,STL,home,L,15,9,6,0,9-6,0.6,116,10,6,0,TRUE,FALSE
2015,17,SEA,FALSE,ARI,away,W,16,10,6,0,10-6,0.625,146,10,6,0,TRUE,FALSE
2015,1,SF,FALSE,MIN,home,W,1,1,0,0,1-0,1,17,5,11,0,FALSE,FALSE
2015,2,SF,FALSE,PIT,away,L,2,1,1,0,1-1,0.5,-8,5,11,0,FALSE,FALSE
2015,3,SF,FALSE,ARI,away,L,3,1,2,0,1-2,0.3333333333333333,-48,5,11,0,FALSE,FALSE
2015,4,SF,FALSE,GB,home,L,4,1,3,0,1-3,0.25,-62,5,11,0,FALSE,FALSE
2015,5,SF,FALSE,NYG,away,L,5,1,4,0,1-4,0.2,-65,5,11,0,FALSE,FALSE
2015,6,SF,FALSE,BAL,home,W,6,2,4,0,2-4,0.3333333333333333,-60,5,11,0,FALSE,FALSE
2015,7,SF,FALSE,SEA,home,L,7,2,5,0,2-5,0.2857142857142857,-77,5,11,0,FALSE,FALSE
2015,8,SF,FALSE,STL,away,L,8,2,6,0,2-6,0.25,-98,5,11,0,FALSE,FALSE
2015,9,SF,FALSE,ATL,home,W,9,3,6,0,3-6,0.3333333333333333,-97,5,11,0,FALSE,FALSE
2015,10,SF,TRUE,NA,NA,NA,9,3,6,0,3-6,0.3333333333333333,-97,5,11,0,FALSE,FALSE
2015,11,SF,FALSE,SEA,away,L,10,3,7,0,3-7,0.3,-113,5,11,0,FALSE,FALSE
2015,12,SF,FALSE,ARI,home,L,11,3,8,0,3-8,0.2727272727272727,-119,5,11,0,FALSE,FALSE
2015,13,SF,FALSE,CHI,away,W,12,4,8,0,4-8,0.3333333333333333,-113,5,11,0,FALSE,FALSE
2015,14,SF,FALSE,CLE,away,L,13,4,9,0,4-9,0.3076923076923077,-127,5,11,0,FALSE,FALSE
2015,15,SF,FALSE,CIN,home,L,14,4,10,0,4-10,0.2857142857142857,-137,5,11,0,FALSE,FALSE
2015,16,SF,FALSE,DET,away,L,15,4,11,0,4-11,0.26666666666666666,-152,5,11,0,FALSE,FALSE
2015,17,SF,FALSE,STL,home,W,16,5,11,0,5-11,0.3125,-149,5,11,0,FALSE,FALSE
2015,1,STL,FALSE,SEA,home,W,1,1,0,0,1-0,1,3,7,9,0,FALSE,FALSE
2015,2,STL,FALSE,WAS,away,L,2,1,1,0,1-1,0.5,-11,7,9,0,FALSE,FALSE
2015,3,STL,FALSE,PIT,home,L,3,1,2,0,1-2,0.3333333333333333,-17,7,9,0,FALSE,FALSE
2015,4,STL,FALSE,ARI,away,W,4,2,2,0,2-2,0.5,-15,7,9,0,FALSE,FALSE
2015,5,STL,FALSE,GB,away,L,5,2,3,0,2-3,0.4,-29,7,9,0,FALSE,FALSE
2015,6,STL,TRUE,NA,NA,NA,5,2,3,0,2-3,0.4,-29,7,9,0,FALSE,FALSE
2015,7,STL,FALSE,CLE,home,W,6,3,3,0,3-3,0.5,-11,7,9,0,FALSE,FALSE
2015,8,STL,FALSE,SF,home,W,7,4,3,0,4-3,0.5714285714285714,10,7,9,0,FALSE,FALSE
2015,9,STL,FALSE,MIN,away,L,8,4,4,0,4-4,0.5,7,7,9,0,FALSE,FALSE
2015,10,STL,FALSE,CHI,home,L,9,4,5,0,4-5,0.4444444444444444,-17,7,9,0,FALSE,FALSE
2015,11,STL,FALSE,BAL,away,L,10,4,6,0,4-6,0.4,-20,7,9,0,FALSE,FALSE
2015,12,STL,FALSE,CIN,away,L,11,4,7,0,4-7,0.36363636363636365,-44,7,9,0,FALSE,FALSE
2015,13,STL,FALSE,ARI,home,L,12,4,8,0,4-8,0.3333333333333333,-68,7,9,0,FALSE,FALSE
2015,14,STL,FALSE,DET,home,W,13,5,8,0,5-8,0.38461538461538464,-61,7,9,0,FALSE,FALSE
2015,15,STL,FALSE,TB,home,W,14,6,8,0,6-8,0.42857142857142855,-53,7,9,0,FALSE,FALSE
2015,16,STL,FALSE,SEA,away,W,15,7,8,0,7-8,0.4666666666666667,-47,7,9,0,FALSE,FALSE
2015,17,STL,FALSE,SF,away,L,16,7,9,0,7-9,0.4375,-50,7,9,0,FALSE,FALSE
2015,1,TB,FALSE,TEN,home,L,1,0,1,0,0-1,0,-28,6,10,0,FALSE,FALSE
2015,2,TB,FALSE,NO,away,W,2,1,1,0,1-1,0.5,-21,6,10,0,FALSE,FALSE
2015,3,TB,FALSE,HOU,away,L,3,1,2,0,1-2,0.3333333333333333,-31,6,10,0,FALSE,FALSE
2015,4,TB,FALSE,CAR,home,L,4,1,3,0,1-3,0.25,-45,6,10,0,FALSE,FALSE
2015,5,TB,FALSE,JAX,home,W,5,2,3,0,2-3,0.4,-38,6,10,0,FALSE,FALSE
2015,6,TB,TRUE,NA,NA,NA,5,2,3,0,2-3,0.4,-38,6,10,0,FALSE,FALSE
2015,7,TB,FALSE,WAS,away,L,6,2,4,0,2-4,0.3333333333333333,-39,6,10,0,FALSE,FALSE
2015,8,TB,FALSE,ATL,away,W,7,3,4,0,3-4,0.42857142857142855,-36,6,10,0,FALSE,FALSE
2015,9,TB,FALSE,NYG,home,L,8,3,5,0,3-5,0.375,-50,6,10,0,FALSE,FALSE
2015,10,TB,FALSE,DAL,home,W,9,4,5,0,4-5,0.4444444444444444,-46,6,10,0,FALSE,FALSE
2015,11,TB,FALSE,PHI,away,W,10,5,5,0,5-5,0.5,-18,6,10,0,FALSE,FALSE
2015,12,TB,FALSE,IND,away,L,11,5,6,0,5-6,0.45454545454545453,-31,6,10,0,FALSE,FALSE
2015,13,TB,FALSE,ATL,home,W,12,6,6,0,6-6,0.5,-27,6,10,0,FALSE,FALSE
2015,14,TB,FALSE,NO,home,L,13,6,7,0,6-7,0.46153846153846156,-34,6,10,0,FALSE,FALSE
2015,15,TB,FALSE,STL,away,L,14,6,8,0,6-8,0.42857142857142855,-42,6,10,0,FALSE,FALSE
2015,16,TB,FALSE,CHI,home,L,15,6,9,0,6-9,0.4,-47,6,10,0,FALSE,FALSE
2015,17,TB,FALSE,CAR,away,L,16,6,10,0,6-10,0.375,-75,6,10,0,FALSE,FALSE
2015,1,TEN,FALSE,TB,away,W,1,1,0,0,1-0,1,28,3,13,0,FALSE,FALSE
2015,2,TEN,FALSE,CLE,away,L,2,1,1,0,1-1,0.5,14,3,13,0,FALSE,FALSE
2015,3,TEN,FALSE,IND,home,L,3,1,2,0,1-2,0.3333333333333333,12,3,13,0,FALSE,FALSE
2015,4,TEN,TRUE,NA,NA,NA,3,1,2,0,1-2,0.3333333333333333,12,3,13,0,FALSE,FALSE
2015,5,TEN,FALSE,BUF,home,L,4,1,3,0,1-3,0.25,11,3,13,0,FALSE,FALSE
2015,6,TEN,FALSE,MIA,home,L,5,1,4,0,1-4,0.2,-17,3,13,0,FALSE,FALSE
2015,7,TEN,FALSE,ATL,home,L,6,1,5,0,1-5,0.16666666666666666,-20,3,13,0,FALSE,FALSE
2015,8,TEN,FALSE,HOU,away,L,7,1,6,0,1-6,0.14285714285714285,-34,3,13,0,FALSE,FALSE
2015,9,TEN,FALSE,NO,away,W,8,2,6,0,2-6,0.25,-28,3,13,0,FALSE,FALSE
2015,10,TEN,FALSE,CAR,home,L,9,2,7,0,2-7,0.2222222222222222,-45,3,13,0,FALSE,FALSE
2015,11,TEN,FALSE,JAX,away,L,10,2,8,0,2-8,0.2,-51,3,13,0,FALSE,FALSE
2015,12,TEN,FALSE,OAK,home,L,11,2,9,0,2-9,0.18181818181818182,-54,3,13,0,FALSE,FALSE
2015,13,TEN,FALSE,JAX,home,W,12,3,9,0,3-9,0.25,-51,3,13,0,FALSE,FALSE
2015,14,TEN,FALSE,NYJ,away,L,13,3,10,0,3-10,0.23076923076923078,-73,3,13,0,FALSE,FALSE
2015,15,TEN,FALSE,NE,away,L,14,3,11,0,3-11,0.21428571428571427,-90,3,13,0,FALSE,FALSE
2015,16,TEN,FALSE,HOU,home,L,15,3,12,0,3-12,0.2,-118,3,13,0,FALSE,FALSE
2015,17,TEN,FALSE,IND,away,L,16,3,13,0,3-13,0.1875,-124,3,13,0,FALSE,FALSE
2015,1,WAS,FALSE,MIA,home,L,1,0,1,0,0-1,0,-7,9,7,0,TRUE,FALSE
2015,2,WAS,FALSE,STL,home,W,2,1,1,0,1-1,0.5,7,9,7,0,TRUE,FALSE
2015,3,WAS,FALSE,NYG,away,L,3,1,2,0,1-2,0.3333333333333333,-4,9,7,0,TRUE,FALSE
2015,4,WAS,FALSE,PHI,home,W,4,2,2,0,2-2,0.5,-1,9,7,0,TRUE,FALSE
2015,5,WAS,FALSE,ATL,away,L,5,2,3,0,2-3,0.4,-7,9,7,0,TRUE,FALSE
2015,6,WAS,FALSE,NYJ,away,L,6,2,4,0,2-4,0.3333333333333333,-21,9,7,0,TRUE,FALSE
2015,7,WAS,FALSE,TB,home,W,7,3,4,0,3-4,0.42857142857142855,-20,9,7,0,TRUE,FALSE
2015,8,WAS,TRUE,NA,NA,NA,7,3,4,0,3-4,0.42857142857142855,-20,9,7,0,TRUE,FALSE
2015,9,WAS,FALSE,NE,away,L,8,3,5,0,3-5,0.375,-37,9,7,0,TRUE,FALSE
2015,10,WAS,FALSE,NO,home,W,9,4,5,0,4-5,0.4444444444444444,-4,9,7,0,TRUE,FALSE
2015,11,WAS,FALSE,CAR,away,L,10,4,6,0,4-6,0.4,-32,9,7,0,TRUE,FALSE
2015,12,WAS,FALSE,NYG,home,W,11,5,6,0,5-6,0.45454545454545453,-26,9,7,0,TRUE,FALSE
2015,13,WAS,FALSE,DAL,home,L,12,5,7,0,5-7,0.4166666666666667,-29,9,7,0,TRUE,FALSE
2015,14,WAS,FALSE,CHI,away,W,13,6,7,0,6-7,0.46153846153846156,-26,9,7,0,TRUE,FALSE
2015,15,WAS,FALSE,BUF,home,W,14,7,7,0,7-7,0.5,-16,9,7,0,TRUE,FALSE
2015,16,WAS,FALSE,PHI,away,W,15,8,7,0,8-7,0.5333333333333333,-2,9,7,0,TRUE,FALSE
2015,17,WAS,FALSE,DAL,away,W,16,9,7,0,9-7,0.5625,9,9,7,0,TRUE,FALSE
2016,1,ARI,FALSE,NE,home,L,1,0,1,0,0-1,0,-2,7,8,1,FALSE,FALSE
2016,2,ARI,FALSE,TB,home,W,2,1,1,0,1-1,0.5,31,7,8,1,FALSE,FALSE
2016,3,ARI,FALSE,BUF,away,L,3,1,2,0,1-2,0.3333333333333333,16,7,8,1,FALSE,FALSE
2016,4,ARI,FALSE,LA,home,L,4,1,3,0,1-3,0.25,12,7,8,1,FALSE,FALSE
2016,5,ARI,FALSE,SF,away,W,5,2,3,0,2-3,0.4,24,7,8,1,FALSE,FALSE
2016,6,ARI,FALSE,NYJ,home,W,6,3,3,0,3-3,0.5,49,7,8,1,FALSE,FALSE
2016,7,ARI,FALSE,SEA,home,T,7,3,3,1,3-3-1,0.5,49,7,8,1,FALSE,FALSE
2016,8,ARI,FALSE,CAR,away,L,8,3,4,1,3-4-1,0.4375,39,7,8,1,FALSE,FALSE
2016,9,ARI,TRUE,NA,NA,NA,8,3,4,1,3-4-1,0.4375,39,7,8,1,FALSE,FALSE
2016,10,ARI,FALSE,SF,home,W,9,4,4,1,4-4-1,0.5,42,7,8,1,FALSE,FALSE
2016,11,ARI,FALSE,MIN,away,L,10,4,5,1,4-5-1,0.45,36,7,8,1,FALSE,FALSE
2016,12,ARI,FALSE,ATL,away,L,11,4,6,1,4-6-1,0.4090909090909091,17,7,8,1,FALSE,FALSE
2016,13,ARI,FALSE,WAS,home,W,12,5,6,1,5-6-1,0.4583333333333333,25,7,8,1,FALSE,FALSE
2016,14,ARI,FALSE,MIA,away,L,13,5,7,1,5-7-1,0.4230769230769231,22,7,8,1,FALSE,FALSE
2016,15,ARI,FALSE,NO,home,L,14,5,8,1,5-8-1,0.39285714285714285,15,7,8,1,FALSE,FALSE
2016,16,ARI,FALSE,SEA,away,W,15,6,8,1,6-8-1,0.43333333333333335,18,7,8,1,FALSE,FALSE
2016,17,ARI,FALSE,LA,away,W,16,7,8,1,7-8-1,0.46875,56,7,8,1,FALSE,FALSE
2016,1,ATL,FALSE,TB,home,L,1,0,1,0,0-1,0,-7,11,5,0,TRUE,FALSE
2016,2,ATL,FALSE,OAK,away,W,2,1,1,0,1-1,0.5,0,11,5,0,TRUE,FALSE
2016,3,ATL,FALSE,NO,away,W,3,2,1,0,2-1,0.6666666666666666,13,11,5,0,TRUE,FALSE
2016,4,ATL,FALSE,CAR,home,W,4,3,1,0,3-1,0.75,28,11,5,0,TRUE,FALSE
2016,5,ATL,FALSE,DEN,away,W,5,4,1,0,4-1,0.8,35,11,5,0,TRUE,FALSE
2016,6,ATL,FALSE,SEA,away,L,6,4,2,0,4-2,0.6666666666666666,33,11,5,0,TRUE,FALSE
2016,7,ATL,FALSE,SD,home,L,7,4,3,0,4-3,0.5714285714285714,30,11,5,0,TRUE,FALSE
2016,8,ATL,FALSE,GB,home,W,8,5,3,0,5-3,0.625,31,11,5,0,TRUE,FALSE
2016,9,ATL,FALSE,TB,away,W,9,6,3,0,6-3,0.6666666666666666,46,11,5,0,TRUE,FALSE
2016,10,ATL,FALSE,PHI,away,L,10,6,4,0,6-4,0.6,37,11,5,0,TRUE,FALSE
2016,11,ATL,TRUE,NA,NA,NA,10,6,4,0,6-4,0.6,37,11,5,0,TRUE,FALSE
2016,12,ATL,FALSE,ARI,home,W,11,7,4,0,7-4,0.6363636363636364,56,11,5,0,TRUE,FALSE
2016,13,ATL,FALSE,KC,home,L,12,7,5,0,7-5,0.5833333333333334,55,11,5,0,TRUE,FALSE
2016,14,ATL,FALSE,LA,away,W,13,8,5,0,8-5,0.6153846153846154,83,11,5,0,TRUE,FALSE
2016,15,ATL,FALSE,SF,home,W,14,9,5,0,9-5,0.6428571428571429,111,11,5,0,TRUE,FALSE
2016,16,ATL,FALSE,CAR,away,W,15,10,5,0,10-5,0.6666666666666666,128,11,5,0,TRUE,FALSE
2016,17,ATL,FALSE,NO,home,W,16,11,5,0,11-5,0.6875,134,11,5,0,TRUE,FALSE
2016,1,BAL,FALSE,BUF,home,W,1,1,0,0,1-0,1,6,8,8,0,FALSE,FALSE
2016,2,BAL,FALSE,CLE,away,W,2,2,0,0,2-0,1,11,8,8,0,FALSE,FALSE
2016,3,BAL,FALSE,JAX,away,W,3,3,0,0,3-0,1,13,8,8,0,FALSE,FALSE
2016,4,BAL,FALSE,OAK,home,L,4,3,1,0,3-1,0.75,12,8,8,0,FALSE,FALSE
2016,5,BAL,FALSE,WAS,home,L,5,3,2,0,3-2,0.6,6,8,8,0,FALSE,FALSE
2016,6,BAL,FALSE,NYG,away,L,6,3,3,0,3-3,0.5,2,8,8,0,FALSE,FALSE
2016,7,BAL,FALSE,NYJ,away,L,7,3,4,0,3-4,0.42857142857142855,-6,8,8,0,FALSE,FALSE
2016,8,BAL,TRUE,NA,NA,NA,7,3,4,0,3-4,0.42857142857142855,-6,8,8,0,FALSE,FALSE
2016,9,BAL,FALSE,PIT,home,W,8,4,4,0,4-4,0.5,1,8,8,0,FALSE,FALSE
2016,10,BAL,FALSE,CLE,home,W,9,5,4,0,5-4,0.5555555555555556,22,8,8,0,FALSE,FALSE
2016,11,BAL,FALSE,DAL,away,L,10,5,5,0,5-5,0.5,12,8,8,0,FALSE,FALSE
2016,12,BAL,FALSE,CIN,home,W,11,6,5,0,6-5,0.5454545454545454,17,8,8,0,FALSE,FALSE
2016,13,BAL,FALSE,MIA,home,W,12,7,5,0,7-5,0.5833333333333334,49,8,8,0,FALSE,FALSE
2016,14,BAL,FALSE,NE,away,L,13,7,6,0,7-6,0.5384615384615384,42,8,8,0,FALSE,FALSE
2016,15,BAL,FALSE,PHI,home,W,14,8,6,0,8-6,0.5714285714285714,43,8,8,0,FALSE,FALSE
2016,16,BAL,FALSE,PIT,away,L,15,8,7,0,8-7,0.5333333333333333,39,8,8,0,FALSE,FALSE
2016,17,BAL,FALSE,CIN,away,L,16,8,8,0,8-8,0.5,22,8,8,0,FALSE,FALSE
2016,1,BUF,FALSE,BAL,away,L,1,0,1,0,0-1,0,-6,7,9,0,FALSE,FALSE
2016,2,BUF,FALSE,NYJ,home,L,2,0,2,0,0-2,0,-12,7,9,0,FALSE,FALSE
2016,3,BUF,FALSE,ARI,home,W,3,1,2,0,1-2,0.3333333333333333,3,7,9,0,FALSE,FALSE
2016,4,BUF,FALSE,NE,away,W,4,2,2,0,2-2,0.5,19,7,9,0,FALSE,FALSE
2016,5,BUF,FALSE,LA,away,W,5,3,2,0,3-2,0.6,30,7,9,0,FALSE,FALSE
2016,6,BUF,FALSE,SF,home,W,6,4,2,0,4-2,0.6666666666666666,59,7,9,0,FALSE,FALSE
2016,7,BUF,FALSE,MIA,away,L,7,4,3,0,4-3,0.5714285714285714,56,7,9,0,FALSE,FALSE
2016,8,BUF,FALSE,NE,home,L,8,4,4,0,4-4,0.5,40,7,9,0,FALSE,FALSE
2016,9,BUF,FALSE,SEA,away,L,9,4,5,0,4-5,0.4444444444444444,34,7,9,0,FALSE,FALSE
2016,10,BUF,TRUE,NA,NA,NA,9,4,5,0,4-5,0.4444444444444444,34,7,9,0,FALSE,FALSE
2016,11,BUF,FALSE,CIN,away,W,10,5,5,0,5-5,0.5,38,7,9,0,FALSE,FALSE
2016,12,BUF,FALSE,JAX,home,W,11,6,5,0,6-5,0.5454545454545454,45,7,9,0,FALSE,FALSE
2016,13,BUF,FALSE,OAK,away,L,12,6,6,0,6-6,0.5,31,7,9,0,FALSE,FALSE
2016,14,BUF,FALSE,PIT,home,L,13,6,7,0,6-7,0.46153846153846156,24,7,9,0,FALSE,FALSE
2016,15,BUF,FALSE,CLE,home,W,14,7,7,0,7-7,0.5,44,7,9,0,FALSE,FALSE
2016,16,BUF,FALSE,MIA,home,L,15,7,8,0,7-8,0.4666666666666667,41,7,9,0,FALSE,FALSE
2016,17,BUF,FALSE,NYJ,away,L,16,7,9,0,7-9,0.4375,21,7,9,0,FALSE,FALSE
2016,1,CAR,FALSE,DEN,away,L,1,0,1,0,0-1,0,-1,6,10,0,FALSE,FALSE
2016,2,CAR,FALSE,SF,home,W,2,1,1,0,1-1,0.5,18,6,10,0,FALSE,FALSE
2016,3,CAR,FALSE,MIN,home,L,3,1,2,0,1-2,0.3333333333333333,6,6,10,0,FALSE,FALSE
2016,4,CAR,FALSE,ATL,away,L,4,1,3,0,1-3,0.25,-9,6,10,0,FALSE,FALSE
2016,5,CAR,FALSE,TB,home,L,5,1,4,0,1-4,0.2,-12,6,10,0,FALSE,FALSE
2016,6,CAR,FALSE,NO,away,L,6,1,5,0,1-5,0.16666666666666666,-15,6,10,0,FALSE,FALSE
2016,7,CAR,TRUE,NA,NA,NA,6,1,5,0,1-5,0.16666666666666666,-15,6,10,0,FALSE,FALSE
2016,8,CAR,FALSE,ARI,home,W,7,2,5,0,2-5,0.2857142857142857,-5,6,10,0,FALSE,FALSE
2016,9,CAR,FALSE,LA,away,W,8,3,5,0,3-5,0.375,-2,6,10,0,FALSE,FALSE
2016,10,CAR,FALSE,KC,home,L,9,3,6,0,3-6,0.3333333333333333,-5,6,10,0,FALSE,FALSE
2016,11,CAR,FALSE,NO,home,W,10,4,6,0,4-6,0.4,-2,6,10,0,FALSE,FALSE
2016,12,CAR,FALSE,OAK,away,L,11,4,7,0,4-7,0.36363636363636365,-5,6,10,0,FALSE,FALSE
2016,13,CAR,FALSE,SEA,away,L,12,4,8,0,4-8,0.3333333333333333,-38,6,10,0,FALSE,FALSE
2016,14,CAR,FALSE,SD,home,W,13,5,8,0,5-8,0.38461538461538464,-26,6,10,0,FALSE,FALSE
2016,15,CAR,FALSE,WAS,away,W,14,6,8,0,6-8,0.42857142857142855,-15,6,10,0,FALSE,FALSE
2016,16,CAR,FALSE,ATL,home,L,15,6,9,0,6-9,0.4,-32,6,10,0,FALSE,FALSE
2016,17,CAR,FALSE,TB,away,L,16,6,10,0,6-10,0.375,-33,6,10,0,FALSE,FALSE
2016,1,CHI,FALSE,HOU,away,L,1,0,1,0,0-1,0,-9,3,13,0,FALSE,FALSE
2016,2,CHI,FALSE,PHI,home,L,2,0,2,0,0-2,0,-24,3,13,0,FALSE,FALSE
2016,3,CHI,FALSE,DAL,away,L,3,0,3,0,0-3,0,-38,3,13,0,FALSE,FALSE
2016,4,CHI,FALSE,DET,home,W,4,1,3,0,1-3,0.25,-35,3,13,0,FALSE,FALSE
2016,5,CHI,FALSE,IND,away,L,5,1,4,0,1-4,0.2,-41,3,13,0,FALSE,FALSE
2016,6,CHI,FALSE,JAX,home,L,6,1,5,0,1-5,0.16666666666666666,-42,3,13,0,FALSE,FALSE
2016,7,CHI,FALSE,GB,away,L,7,1,6,0,1-6,0.14285714285714285,-58,3,13,0,FALSE,FALSE
2016,8,CHI,FALSE,MIN,home,W,8,2,6,0,2-6,0.25,-48,3,13,0,FALSE,FALSE
2016,9,CHI,TRUE,NA,NA,NA,8,2,6,0,2-6,0.25,-48,3,13,0,FALSE,FALSE
2016,10,CHI,FALSE,TB,away,L,9,2,7,0,2-7,0.2222222222222222,-74,3,13,0,FALSE,FALSE
2016,11,CHI,FALSE,NYG,away,L,10,2,8,0,2-8,0.2,-80,3,13,0,FALSE,FALSE
2016,12,CHI,FALSE,TEN,home,L,11,2,9,0,2-9,0.18181818181818182,-86,3,13,0,FALSE,FALSE
2016,13,CHI,FALSE,SF,home,W,12,3,9,0,3-9,0.25,-66,3,13,0,FALSE,FALSE
2016,14,CHI,FALSE,DET,away,L,13,3,10,0,3-10,0.23076923076923078,-69,3,13,0,FALSE,FALSE
2016,15,CHI,FALSE,GB,home,L,14,3,11,0,3-11,0.21428571428571427,-72,3,13,0,FALSE,FALSE
2016,16,CHI,FALSE,WAS,home,L,15,3,12,0,3-12,0.2,-92,3,13,0,FALSE,FALSE
2016,17,CHI,FALSE,MIN,away,L,16,3,13,0,3-13,0.1875,-120,3,13,0,FALSE,FALSE
2016,1,CIN,FALSE,NYJ,away,W,1,1,0,0,1-0,1,1,6,9,1,FALSE,FALSE
2016,2,CIN,FALSE,PIT,away,L,2,1,1,0,1-1,0.5,-7,6,9,1,FALSE,FALSE
2016,3,CIN,FALSE,DEN,home,L,3,1,2,0,1-2,0.3333333333333333,-19,6,9,1,FALSE,FALSE
2016,4,CIN,FALSE,MIA,home,W,4,2,2,0,2-2,0.5,-4,6,9,1,FALSE,FALSE
2016,5,CIN,FALSE,DAL,away,L,5,2,3,0,2-3,0.4,-18,6,9,1,FALSE,FALSE
2016,6,CIN,FALSE,NE,away,L,6,2,4,0,2-4,0.3333333333333333,-36,6,9,1,FALSE,FALSE
2016,7,CIN,FALSE,CLE,home,W,7,3,4,0,3-4,0.42857142857142855,-22,6,9,1,FALSE,FALSE
2016,8,CIN,FALSE,WAS,home,T,8,3,4,1,3-4-1,0.4375,-22,6,9,1,FALSE,FALSE
2016,9,CIN,TRUE,NA,NA,NA,8,3,4,1,3-4-1,0.4375,-22,6,9,1,FALSE,FALSE
2016,10,CIN,FALSE,NYG,away,L,9,3,5,1,3-5-1,0.3888888888888889,-23,6,9,1,FALSE,FALSE
2016,11,CIN,FALSE,BUF,home,L,10,3,6,1,3-6-1,0.35,-27,6,9,1,FALSE,FALSE
2016,12,CIN,FALSE,BAL,away,L,11,3,7,1,3-7-1,0.3181818181818182,-32,6,9,1,FALSE,FALSE
2016,13,CIN,FALSE,PHI,home,W,12,4,7,1,4-7-1,0.375,-14,6,9,1,FALSE,FALSE
2016,14,CIN,FALSE,CLE,away,W,13,5,7,1,5-7-1,0.4230769230769231,-1,6,9,1,FALSE,FALSE
2016,15,CIN,FALSE,PIT,home,L,14,5,8,1,5-8-1,0.39285714285714285,-5,6,9,1,FALSE,FALSE
2016,16,CIN,FALSE,HOU,away,L,15,5,9,1,5-9-1,0.36666666666666664,-7,6,9,1,FALSE,FALSE
2016,17,CIN,FALSE,BAL,home,W,16,6,9,1,6-9-1,0.40625,10,6,9,1,FALSE,FALSE
2016,1,CLE,FALSE,PHI,away,L,1,0,1,0,0-1,0,-19,1,15,0,FALSE,FALSE
2016,2,CLE,FALSE,BAL,home,L,2,0,2,0,0-2,0,-24,1,15,0,FALSE,FALSE
2016,3,CLE,FALSE,MIA,away,L,3,0,3,0,0-3,0,-30,1,15,0,FALSE,FALSE
2016,4,CLE,FALSE,WAS,away,L,4,0,4,0,0-4,0,-41,1,15,0,FALSE,FALSE
2016,5,CLE,FALSE,NE,home,L,5,0,5,0,0-5,0,-61,1,15,0,FALSE,FALSE
2016,6,CLE,FALSE,TEN,away,L,6,0,6,0,0-6,0,-63,1,15,0,FALSE,FALSE
2016,7,CLE,FALSE,CIN,away,L,7,0,7,0,0-7,0,-77,1,15,0,FALSE,FALSE
2016,8,CLE,FALSE,NYJ,home,L,8,0,8,0,0-8,0,-80,1,15,0,FALSE,FALSE
2016,9,CLE,FALSE,DAL,home,L,9,0,9,0,0-9,0,-105,1,15,0,FALSE,FALSE
2016,10,CLE,FALSE,BAL,away,L,10,0,10,0,0-10,0,-126,1,15,0,FALSE,FALSE
2016,11,CLE,FALSE,PIT,home,L,11,0,11,0,0-11,0,-141,1,15,0,FALSE,FALSE
2016,12,CLE,FALSE,NYG,home,L,12,0,12,0,0-12,0,-155,1,15,0,FALSE,FALSE
2016,13,CLE,TRUE,NA,NA,NA,12,0,12,0,0-12,0,-155,1,15,0,FALSE,FALSE
2016,14,CLE,FALSE,CIN,home,L,13,0,13,0,0-13,0,-168,1,15,0,FALSE,FALSE
2016,15,CLE,FALSE,BUF,away,L,14,0,14,0,0-14,0,-188,1,15,0,FALSE,FALSE
2016,16,CLE,FALSE,SD,home,W,15,1,14,0,1-14,0.06666666666666667,-185,1,15,0,FALSE,FALSE
2016,17,CLE,FALSE,PIT,away,L,16,1,15,0,1-15,0.0625,-188,1,15,0,FALSE,FALSE
2016,1,DAL,FALSE,NYG,home,L,1,0,1,0,0-1,0,-1,13,3,0,TRUE,FALSE
2016,2,DAL,FALSE,WAS,away,W,2,1,1,0,1-1,0.5,3,13,3,0,TRUE,FALSE
2016,3,DAL,FALSE,CHI,home,W,3,2,1,0,2-1,0.6666666666666666,17,13,3,0,TRUE,FALSE
